日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20141230,     1064.5,       1070,       1054,       1057,     1064.5,    1082.14,    1043.14,  1061.6591,        6879800,        6213320,       12583352
20141229,       1074,       1075,       1055,       1063,     1064.4,    1082.92,    1042.79,  1065.8715,        7220900,        6817240,       12803604
20141226,     1062.5,     1070.5,       1060,       1068,     1061.6,    1083.94,    1042.22,  1065.3099,        4149300,        8796260,       12967032
20141225,     1071.5,       1074,     1059.5,     1062.5,     1052.9,    1084.16,    1041.62,  1064.7795,        5101800,       11489060,       13422816
20141224,       1070,     1076.5,     1068.5,       1072,     1043.4,    1084.74,    1040.96,  1072.0835,        7714800,       13744300,       13667288
20141222,       1058,     1066.5,       1053,     1056.5,     1032.5,    1084.32,    1040.08,   1057.734,        9899400,       15161580,       13853756
20141219,       1053,       1053,     1035.5,       1049,     1030.2,    1085.32,     1039.3,  1043.7708,       17116000,       15718420,       14010444
20141218,       1049,     1058.5,       1024,     1024.5,     1035.5,    1086.24,    1038.64,  1039.6506,       17613300,       15912240,       13928740
20141217,     1009.5,       1027,       1003,       1015,     1048.1,    1087.68,    1038.43,  1014.4635,       16378000,       15213400,       13708528
20141216,     1029.5,     1035.5,     1015.5,     1017.5,     1063.3,    1089.26,    1038.42,  1020.6346,       14801200,       15095300,       13537576
20141215,       1055,     1062.5,       1041,       1045,     1085.7,    1090.18,    1038.38,  1049.9038,       12683600,       13969460,       13267748
20141212,       1071,       1086,     1070.5,     1075.5,     1103.2,     1090.2,    1037.96,  1075.3708,       18085100,       14025180,       13117916
20141211,       1058,     1089.5,       1055,     1087.5,     1115.1,    1089.06,    1037.15,  1073.5295,       14119100,       12878960,       12923956
20141210,       1116,     1124.5,       1086,       1091,     1121.7,    1087.56,    1036.15,  1100.5068,       15787500,       12954160,       13229880
20141209,       1125,     1137.5,       1123,     1129.5,     1123.9,    1085.04,    1035.03,  1128.8265,        9172000,       12969320,       13535636
20141208,       1141,     1146.5,       1129,     1132.5,     1119.7,    1079.77,    1033.37,  1135.9712,       12962200,       13717960,       14156912
20141205,       1130,       1135,     1124.5,       1135,     1114.2,    1072.48,    1031.62,  1130.6393,       12354000,       13511600,       14057712
20141204,     1105.5,       1121,     1102.5,     1120.5,     1108.9,    1065.15,    1029.81,  1114.3607,       14495100,       13939400,       13989060
20141203,       1118,     1119.5,     1095.5,       1102,     1105.2,    1058.02,    1028.19,  1106.7828,       15863300,       13193840,       13743444
20141202,       1093,       1113,       1087,     1108.5,     1108.8,    1051.77,    1026.82,  1100.8409,       12915200,       13388540,       13487744
20141201,       1108,       1118,       1100,       1105,     1108.3,    1045.23,    1025.23,  1108.1083,       11930400,       13854440,       13466336
20141128,       1100,     1108.5,       1092,     1108.5,     1102.6,    1038.71,    1023.57,  1101.0953,       14493000,       13945580,       13482736
20141127,       1123,       1123,       1099,       1102,     1098.6,     1032.4,    1021.72,  1105.9345,       10767300,       13308300,       13327256
20141126,     1105.5,     1125.5,     1100.5,       1120,     1092.9,    1025.72,    1020.07,   1115.947,       16836800,       14263620,       13664036
20141125,       1090,       1106,     1087.5,       1106,     1084.3,    1019.16,    1018.25,   1098.839,       15244700,       13138980,       13650808
20141121,       1080,     1083.5,     1062.5,     1076.5,     1075.4,    1011.64,    1016.77,  1073.4918,       12386100,       12565340,       13843124
20141120,       1078,       1090,     1076.5,     1088.5,     1076.4,     1006.7,    1015.82,   1083.998,       11306600,       12851440,       13994836
20141119,       1077,     1089.5,     1070.5,     1073.5,     1073.1,    1001.82,    1014.87,  1075.7806,       15543900,       13604800,       13952528
20141118,       1070,       1080,     1068.5,       1077,     1070.5,     997.38,    1014.18,  1075.7683,       11213600,       12917620,       14245144
20141117,       1071,     1076.5,     1058.5,     1061.5,       1066,     993.61,    1013.45,  1065.1362,       12376500,       13095740,       14621572
20141114,       1080,     1081.5,       1068,     1081.5,     1061.8,     991.09,    1012.89,  1076.2509,       13816600,       12231540,       14617512
20141113,       1060,       1076,     1050.5,       1072,     1054.6,     987.82,    1011.83,  1066.3975,       15073400,       11255780,       14596360
20141112,       1065,       1076,       1060,     1060.5,     1049.6,     985.78,    1010.78,   1068.711,       12108000,       10888320,       14375896
20141111,       1050,     1064.5,     1046.5,     1054.5,     1047.5,     984.36,    1009.87,  1056.0923,       12104200,       12820160,       14356644
20141110,       1039,     1043.5,     1026.5,     1040.5,     1042.2,     982.68,    1008.83,  1037.9109,        8055500,       15085600,       14531548
20141107,     1055.5,     1057.5,     1042.5,     1045.5,    1033.68,     982.04,    1008.05,  1049.4856,        8937800,       18415280,       14928604
20141106,       1060,     1063.5,       1042,       1047,     1014.6,     982.18,    1007.27,  1054.4033,       13236100,       18724160,       15240956
20141105,       1035,       1053,     1025.5,       1050,     995.56,     983.06,    1006.54,  1043.0845,       21767200,       18204480,       15244016
20141104,       1080,       1080,       1019,       1028,     974.04,     984.16,    1005.85,  1039.8554,       23431400,       15521980,       14691132
20141031,        960,       1011,      959.9,      997.9,     957.56,     986.04,    1005.35,   987.7803,       24703900,       12729860,       14148792
20141030,      954.2,        960,      950.1,      950.1,     946.98,     989.64,    1005.14,   953.4201,       10482200,       10265080,       13563888
20141029,        946,      954.7,      940.6,      951.8,     945.36,     994.64,    1005.42,   949.9348,       10637700,       10636720,       13544924
20141028,        946,      946.3,        935,      942.4,     945.14,     999.94,     1005.7,   940.9266,        8354700,       10630380,       13446032
20141027,      949.4,        952,      936.1,      945.6,     943.68,    1005.31,    1006.18,    943.918,        9470800,       12796800,       13509984
20141024,        957,        957,      935.2,        945,     945.74,    1009.86,    1006.76,   945.1674,       12380000,       14203860,       13552508
20141023,        945,      946.9,      932.3,        942,     940.34,    1014.04,    1007.32,   938.9038,       12340400,       15738380,       13337160
20141022,        950,      955.8,      940.7,      950.7,     942.58,    1018.54,    1007.97,   949.2907,       10606000,       16506080,       13383416
20141021,      954.7,      955.9,      930.4,      935.1,      945.7,    1022.72,    1008.39,   940.4615,       19186800,       16434660,       13710360
20141020,        945,        963,        940,      955.9,     951.22,    1027.45,    1009.04,   955.1764,       16506100,       17169160,       13375100
20141017,      952.5,        953,      917.4,        918,     956.58,     1030.9,    1009.25,   926.1811,       20052600,       17992800,       13000256
20141016,      947.9,      955.7,      938.1,      953.2,     972.68,    1035.66,    1009.83,   949.2271,       16178900,       16437280,       12586256
20141015,        972,      973.4,      958.3,      966.3,     981.96,    1038.75,     1009.9,   963.6431,       10248900,       15859060,       12288020
20141014,      950.1,      964.2,        947,      962.7,      992.9,     1040.9,    1009.95,   955.4392,       22859300,       15721640,       12184956
20141010,      975.3,      985.1,        960,      982.7,    1005.36,    1043.31,    1010.05,   977.7527,       20624300,       13475120,       11697828
20141009,       1008,       1011,      996.9,      998.5,    1011.32,    1044.52,    1009.93,  1003.1064,       12275000,       12645620,       11148248
20141008,       1001,       1005,        997,      999.6,    1016.52,    1044.84,    1009.74,  1000.6848,       13287800,       13787000,       11032672
20141007,     1019.5,     1024.5,     1015.5,       1021,     1026.4,    1044.78,    1009.73,  1020.3509,        9561800,       14478760,       10694256
20141006,     1030.5,     1033.5,       1025,       1025,       1036,     1043.9,    1009.19,  1028.8173,       11626700,       15228920,       10744768
20141003,       1011,       1016,       1007,     1012.5,     1046.5,    1043.26,    1008.39,  1011.8119,       16476800,       14492600,       10548988
20141002,       1035,     1036.5,     1019.5,     1024.5,       1059,    1043.34,    1007.65,  1028.7821,       17981900,       13171820,       10239092
20141001,       1061,       1063,       1049,       1049,     1071.7,    1042.92,    1006.76,   1055.212,       16746600,       11591700,        9763928
20140930,     1078.5,       1079,       1058,       1069,     1076.9,     1041.5,    1005.64,  1065.2212,       13312600,       10244000,        9334200
20140929,     1075.5,       1080,     1072.5,     1077.5,       1080,    1039.34,    1004.21,  1076.8567,        7945100,        9214560,        9211976
20140926,       1060,     1075.5,       1060,       1075,     1079.8,    1036.74,    1002.62,  1070.7525,        9872900,        9616240,        9318868
20140925,     1080.5,     1089.5,       1078,       1088,     1076.7,    1034.02,    1000.99,  1085.0776,       10081300,        9748440,        9359504
20140924,       1070,       1076,     1062.5,       1075,       1069,     1030.7,     999.17,  1070.8015,       10008100,        9131440,        9309772
20140922,       1085,     1086.5,       1074,     1084.5,     1064.9,    1027.74,     997.39,  1081.3048,        8165400,        9829180,        9165492
20140919,       1068,       1079,       1064,     1076.5,       1059,    1024.33,     995.57,  1073.2769,        9953500,       11952020,        9108204
20140918,       1060,       1065,       1058,     1059.5,     1054.4,    1021.25,     993.82,  1061.3883,       10533900,       12122380,        9036868
20140917,     1050.5,     1055.5,       1046,     1049.5,     1050.9,    1018.84,     992.08,  1049.9253,        6996300,       11442600,        9337104
20140916,       1047,       1057,       1040,     1054.5,     1048.4,    1016.41,     990.45,  1050.1225,       13496800,       11983860,        9413820
20140912,       1055,     1059.5,       1050,       1055,     1043.6,    1013.47,     988.64,  1055.5058,       18779600,       11029100,        9339896
20140911,       1050,       1059,       1048,     1053.5,     1036.6,    1010.05,     986.93,  1053.6161,       10805300,        8807640,        9247940
20140910,       1033,       1044,     1032.5,       1042,     1030.5,    1007.04,     984.99,  1040.6572,        7135000,        8782800,        9399956
20140909,     1036.5,       1044,       1029,       1037,     1024.7,    1004.71,     983.23,   1038.562,        9702600,        8732760,        9627188
20140908,       1026,     1031.5,       1024,     1030.5,     1018.6,    1003.01,     981.67,  1028.4539,        8723000,        8669360,        9843380
20140905,       1025,       1027,     1015.5,       1020,     1012.1,    1002.01,     980.08,  1020.7257,        7672300,        7890240,       10085156
20140904,     1018.5,       1027,     1015.5,       1023,     1007.9,    1001.89,     978.59,   1021.804,       10681100,        8520700,       10281840
20140903,       1016,       1017,     1010.5,       1013,     1005.1,    1001.85,     976.89,  1013.4082,        6884800,        7730920,       10326848
20140902,       1000,       1014,      998.2,     1006.5,     1005.4,    1002.21,     975.33,   1004.912,        9385600,        8099840,       10619432
20140901,     1000.5,     1001.5,      996.2,        998,     1006.9,    1002.75,     973.71,   998.1432,        4827400,        7443280,       11421684
20140829,       1005,     1006.5,      997.5,        999,       1010,    1002.89,     972.33,  1000.1167,       10824600,        7678480,       11715712
20140828,       1014,       1014,     1005.5,       1009,     1013.2,    1002.67,     971.21,  1008.9596,        6732200,        7564960,       11765756
20140827,       1019,       1019,       1013,     1014.5,     1013.9,    1001.99,     970.02,   1014.921,        8729400,        8342000,       12360584
20140826,       1012,       1015,       1012,       1014,     1012.4,    1000.49,     968.67,  1013.4505,        6102800,        8773880,       12500712
20140825,     1020.5,       1021,       1011,     1013.5,     1010.6,     999.21,     966.73,  1014.5469,        6003400,        9320920,       12637212
20140822,       1015,     1016.5,     1013.5,       1015,     1008.1,     998.15,     964.83,  1014.8562,       10257000,        9400460,       12673740
20140821,       1012,       1020,     1009.5,     1012.5,    1004.96,     997.23,     962.79,  1013.0118,       10617400,        8695700,       12490832
20140820,       1009,     1010.5,     1004.5,       1007,    1002.38,     996.65,     960.73,  1007.1008,       10888800,        8206240,       12447256
20140819,     1008.5,       1009,      999.6,       1005,     1000.8,     996.01,     959.09,  1003.5328,        8838000,        9636440,       12382036
20140818,       1000,       1002,      997.2,       1001,     997.56,     995.09,     957.57,   999.7724,        6401100,        9651680,       12330356
20140815,       1000,       1000,      994.2,      999.3,     993.56,     993.89,     955.92,   997.5385,        6733200,       10701200,       12412276
20140814,       1001,       1003,      997.7,      999.6,      987.6,     992.84,     954.25,   999.8464,        8170100,       12650700,       12465472
20140813,       1000,       1009,      987.2,      999.1,     983.32,     991.97,     952.68,   999.8683,       18039800,       13937820,       12448944
20140812,        984,      991.6,      981.8,      988.8,     980.28,     991.57,     951.23,   988.2485,        8914200,       12893020,       12086640
20140811,        985,        986,      976.2,        981,     981.42,      991.5,     949.99,   981.5205,       11648700,       14131660,       11935484
20140808,        969,      971.6,      957.6,      969.5,     986.32,      991.9,     948.86,   967.0391,       16480700,       14755400,       11767864
20140807,        985,        986,      970.8,      978.2,     995.82,      992.4,     947.89,   976.1692,       14605700,       13977140,       11398872
20140806,      993.2,      993.2,      976.1,      983.9,    1004.58,     992.63,     946.83,   982.1381,       12815800,       13417260,       11184236
20140805,       1009,     1009.5,        991,      994.5,     1012.2,     992.15,     945.74,   997.8291,       15107400,       13693980,       11114480
