日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20091230,        820,        826,        810,        810,      801.2,     720.88,     666.25,   818.6534,       26901500,       22287180,       21166756
20091229,        798,        813,        796,        813,        793,        713,      663.9,   805.5475,       19608500,       23410740,       20670220
20091228,        786,        809,        785,        800,      775.4,     705.32,     661.45,   801.9802,       15265200,       20899500,       20556668
20091225,        795,        795,        785,        787,      760.6,     698.88,      659.1,   788.9079,       11242600,       21208260,       20840064
20091224,        779,        804,        774,        796,      750.6,     693.12,     657.14,   793.0489,       38418100,       23823180,       21022052
20091222,        740,        771,        738,        769,      739.4,      687.2,     655.37,   759.7154,       32519300,       18831520,       19953736
20091221,        731,        735,        725,        725,      730.6,      682.6,     653.78,   729.6712,        7052300,       14404480,       19101096
20091218,        730,        736,        716,        726,      732.2,     680.04,      652.9,   724.9269,       16809000,       16137420,       19293784
20091217,        746,        756,        733,        737,      732.6,     677.48,     652.16,   746.1384,       24317200,       17512640,       19122732
20091216,        739,        743,        736,        740,      725.4,     674.12,     651.44,    739.633,       13459800,       15804920,       18722572
20091215,        725,        731,        720,        725,      719.6,     670.64,     650.61,   726.5827,       10384100,       17628660,       19038096
20091214,        733,        742,        713,        733,      721.8,     667.32,     650.13,   729.9682,       15717000,       19122880,       19522580
20091211,        711,        728,        709,        728,      723.8,     664.28,     649.38,   718.1939,       23685100,       21434120,       19476456
20091210,        707,        715,        696,        701,      723.8,     661.68,      649.2,   704.0196,       15778600,       23899020,       19732468
20091209,        716,        719,        703,        711,      724.8,     660.08,     649.26,    710.767,       22578500,       27192680,       19971088
20091208,        733,        742,        726,        736,      714.8,     657.64,     649.13,   733.9906,       17855200,       27596700,       19602980
20091207,        737,        747,        735,        743,      696.6,     655.08,      648.7,   741.0902,       27273200,       28241740,       19926844
20091204,        707,        728,        697,        728,      673.2,        651,     648.52,   714.6487,       36009600,       26188680,       19991220
20091203,        685,        706,        684,        706,      648.6,     648.36,     648.45,   696.9556,       32246900,       23366100,       19520204
20091202,        655,        666,        646,        661,      634.2,     646.64,      648.5,   657.8402,       24598600,       20081340,       18936660
20091201,        616,        647,        608,        645,      629.4,     647.24,     649.37,    630.068,       21080400,       19489720,       18669372
20091130,        618,        633,        616,        626,        623,     647.76,     650.34,   623.8254,       17007900,       18171260,       18738288
20091127,        620,        620,        602,        605,        622,     648.96,     651.25,   610.0487,       21896700,       18123620,       18877752
20091126,        627,        639,        622,        634,      628.8,      651.4,     652.54,   631.5349,       15823100,       18214300,       18643704
20091125,        621,        640,        618,        637,      630.6,     652.96,     653.17,   631.1476,       21640500,       18208140,       18703228
20091124,        626,        627,        606,        613,      632.8,     654.48,     653.93,   615.1912,       14488100,       16222080,       18376528
20091120,        624,        627,        609,        621,        641,     656.84,     655.44,   618.1364,       16769700,       15565120,       18324364
20091119,        640,        648,        629,        639,        649,     659.08,     656.34,   636.6447,       22350100,       14585080,       18148736
20091118,        647,        651,        637,        643,      653.6,     660.16,     657.08,   643.6223,       15792300,       12621600,       18098400
20091117,        655,        659,        644,        648,      655.6,     661.88,     656.92,    649.509,       11710200,       12325780,       18579620
20091116,        657,        660,        644,        654,      656.6,     662.88,     656.62,   653.6925,       11203300,       14253320,       19368536
20091113,        666,        670,        653,        661,      654.2,     662.68,     656.12,   659.6041,       11869500,       16511900,       19719716
20091112,        658,        671,        658,        662,      653.4,     662.28,     655.53,   664.4709,       12532700,       17050780,       20660344
20091111,        656,        671,        650,        653,      653.6,     660.32,     654.74,   658.9174,       14313200,       20561320,       21157860
20091110,        647,        664,        644,        653,      655.2,     657.84,     654.01,   655.3759,       21347900,       22047500,       21246524
20091109,        651,        652,        635,        642,      654.6,      655.4,     653.17,   642.0364,       22496200,       20453080,       21193208
20091106,        673,        674,        657,        657,      660.6,     653.76,      652.2,   665.4807,       14563900,       21144200,       20866952
20091105,        684,        686,        661,        663,      657.4,     651.76,     650.84,   672.7851,       30085400,       24007940,       20856960
20091104,        655,        667,        651,        661,      657.2,      649.2,     649.13,   658.1157,       21744100,       22837700,       20579468
20091102,        646,        655,        644,        650,      657.6,     645.96,     647.58,   647.5476,       13375800,       22020540,       20633984
20091030,        659,        673,        655,        672,      662.8,      644.4,     645.69,   664.5514,       25951800,       22928660,       20645364
20091029,        642,        646,        636,        641,        660,     642.12,     643.84,   640.3825,       28882600,       22298960,       20441044
20091028,        675,        681,        662,        662,        663,     641.56,      642.4,   671.7127,       24234200,       20621340,       20320188
20091027,        671,        674,        656,        663,      663.8,      639.6,     640.88,   664.7864,       17658300,       18983600,       20315984
20091026,        650,        680,        650,        676,      665.8,      636.8,     639.62,   670.8338,       17916400,       18914180,       20546704
20091023,        671,        673,        652,        658,      665.6,     632.88,     638.33,   661.8289,       22803300,       18025500,       20959388
20091022,        658,        661,        643,        656,      668.4,     630.16,     637.48,   651.5217,       20494500,       16101640,       20828412
20091021,        657,        670,        657,        666,      672.6,     628.52,      636.6,   663.9567,       16045500,       14478540,       21010300
20091020,        677,        681,        668,        673,      672.6,     627.16,      635.5,   674.1209,       17311200,       15487780,       21028940
20091019,        655,        677,        648,        675,      675.2,     625.12,     634.34,   663.6683,       13473000,       17590100,       21124820
20091016,        684,        685,        666,        672,      674.8,      623.4,     633.05,    672.583,       13184000,       21182120,       21101996
20091015,        676,        682,        672,        677,      670.2,     621.88,     632.02,   677.0169,       12379000,       22541880,       21106224
20091014,        680,        680,        658,        666,        665,     619.96,      630.8,   665.4418,       21091700,       27143120,       21624012
20091013,        686,        694,        678,        686,      654.4,     618.28,     629.52,   686.6035,       27822800,       27918900,       21601616
20091009,        664,        674,        653,        673,      635.4,     616.44,     627.98,    665.821,       31433100,       25660300,       21442232
20091008,        645,        652,        638,        649,      619.2,     616.04,        627,   645.6563,       19982800,       23376680,       20858348
