日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20191230,      38520,      38700,      38240,      38490,      38612,    38702.4,   35864.73, 38443.5709,         293200,         226560,         456116
20191227,      38900,      38940,      38530,      38570,      38618,      38662,    35786.8,  38650.201,         268600,         240520,         463424
20191226,      38720,      38920,      38600,      38730,      38652,    38603.2,   35700.46, 38731.4841,         198100,         307520,         471928
20191225,      38570,      38820,      38490,      38720,      38700,    38524.4,    35607.4, 38670.3658,         153100,         378760,         487508
20191224,      38500,      38610,      38340,      38550,      38850,    38443.6,   35503.33, 38509.3494,         219800,         480200,         496496
20191223,      39010,      39050,      38440,      38520,      39162,      38364,   35404.66, 38644.1433,         363000,         573100,         503164
20191220,      38760,      38860,      38290,      38740,      39478,    38307.6,    35311.2, 38624.6736,         603600,         609780,         503628
20191219,      39010,      39250,      38650,      38970,      39740,    38235.2,      35214, 38931.9358,         554300,         661940,         501516
20191218,      39500,      39990,      39400,      39470,      39708,    38160.4,   35105.26, 39594.0224,         660300,         660860,         498152
20191217,      40480,      40520,      39700,      40110,      39514,      38075,   34988.33, 40164.2233,         684300,         642320,         497292
20191216,      39990,      40520,      39870,      40100,      39328,    37955.4,   34861.26, 40206.4952,         546400,         609500,         490592
20191213,      39510,      40070,      39220,      40050,      39222,    37826.6,   34728.33, 39798.0865,         864400,         618400,         494328
20191212,      39000,      39230,      38630,      38810,      38944,    37702.4,   34599.33,  38945.573,         548900,         526600,         504776
20191211,      39100,      39160,      38420,      38500,      38912,    37650.2,    34487.2, 38620.6677,         567600,         517480,         509684
20191210,      39400,      39620,      39030,      39180,      38846,      37594,   34382.26, 39262.6797,         520200,         469620,         517524
20191209,      39360,      39570,      38810,      39570,      38618,      37531,   34267.33, 39321.3183,         590900,         430900,         564828
20191206,      38560,      38730,      38450,      38660,      38298,    37437.6,   34134.13, 38586.5516,         405400,         392880,         615208
20191205,      38270,      38680,      38230,      38650,      38054,    37267.6,   34015.53,  38533.483,         503300,         369660,         632880
20191204,      38000,      38170,      37920,      38170,      37844,    37069.6,   33904.73, 38047.3043,         328300,         331140,         679812
20191203,      37400,      38040,      37380,      38040,      37816,      36900,   33801.86, 37836.5156,         326600,         354000,         688248
20191202,      37670,      38200,      37400,      37970,      37792,    36722.6,   33696.93, 37951.9386,         400800,         440520,         692320
20191129,      37700,      37820,      37310,      37440,      37694,      36547,   33592.66, 37503.8057,         289300,         455540,         696224
20191128,      38020,      38030,      37540,      37600,      37626,      36375,   33497.13, 37760.0161,         310700,         493920,         710020
20191127,      37730,      38170,      37720,      38030,      37458,      36219,   33403.66, 37994.8351,         442600,         549300,         722528
20191126,      37920,      38090,      37690,      37920,      37192,    36035.4,   33303.73, 37913.3588,         759200,         536340,         722648
20191125,      37140,      37580,      37130,      37480,      36920,      35860,    33204.4, 37393.1204,         475900,         461800,         721344
20191122,      36840,      37250,      36820,      37100,      36846,    35689.6,      33122, 37123.4019,         481200,         441540,         721132
20191121,      36300,      36830,      36290,      36760,      36812,    35540.4,   33054.33, 36660.1736,         587600,         455460,         737980
20191120,      36470,      36700,      36340,      36700,      36880,    35380.2,   32985.06, 36597.8798,         377800,         431980,         742060
20191119,      37100,      37100,      36510,      36560,      37007,      35196,   32920.86, 36717.8163,         386500,         484180,         751108
20191118,      37010,      37135,      36775,      37110,      37119,    35023.8,   32847.73, 73986.0278,         374600,         510240,         759640
20191115,      37185,      37345,      36790,      36930,      37073,    34827.6,   32786.53,  74083.199,         550800,         563280,         772352
20191114,      37440,      37445,      36965,      37100,      37076,    34654.4,    32742.6, 74353.2624,         470200,         678240,         783928
20191113,      37120,      37640,      37115,      37335,      37157,    34462.2,   32694.06, 74717.4922,         638800,         718520,         792544
20191112,      36975,      37155,      36725,      37120,      37109,    34274.6,   32638.66, 73930.8901,         516800,         743480,         786480
20191111,      37145,      37250,      36710,      36880,      37206,    34087.6,   32579.86, 73822.0975,         639800,         980680,         791296
20191108,      38110,      38185,      36800,      36945,      37277,    33926.4,   32527.33, 74583.2125,        1125600,        1222800,         804024
20191107,      37500,      37640,      37100,      37505,      36770,    33805.6,   32464.13, 74879.2049,         671600,        1167120,         780840
20191106,      37800,      37885,      36875,      37095,      36009,    33643.4,    32404.2, 74413.2399,         763600,        1368120,         775560
20191105,      38250,      38735,      37500,      37605,      35376,    33505.4,   32335.33, 75873.4214,        1702800,        1323240,         774560
20191101,      36885,      37735,      36035,      37235,      34576,    33337.2,      32258, 73984.7784,        1850400,        1068360,         733704
20191031,      33900,      34410,      33810,      34410,      33845,      33184,      32192, 68472.1907,         847200,         797960,         685824
20191030,      34100,      34375,      33655,      33700,      33591,    33155.2,   32167.66, 67792.6661,        1676600,         755360,         682464
20191029,      34000,      34120,      33800,      33930,      33591,    33133.4,   32155.66, 67887.2812,         539200,         544720,         649728
20191028,      33575,      33655,      33415,      33605,      33493,      33114,   32146.86,   67134.93,         428400,         526000,         658432
20191025,      33380,      33645,      33150,      33580,      33479,    33111.2,    32150.6, 67035.2729,         498400,         585640,         659960
20191024,      33850,      33860,      33070,      33140,      33407,    33110.6,   32153.66,  66660.451,         634200,         580080,         665296
20191023,      33565,      33710,      33065,      33700,      33453,    33122.4,   32159.66, 66974.8284,         623400,         633720,         673952
20191021,      33535,      33695,      33330,      33440,      33264,    33104.2,      32167, 66922.2083,         445600,         646960,         682680
20191018,      33500,      33950,      33425,      33535,      32995,    33071.8,   32177.93, 67243.1269,         726600,         678640,         692816
20191017,      33225,      33275,      32965,      33220,      32739,    33031.8,   32171.66,  66341.853,         470600,         653280,         689336
20191016,      33135,      33560,      33075,      33370,      32536,    33008.8,   32168.93, 66646.5182,         902400,         697640,         701736
20191015,      32850,      32850,      32300,      32755,      32382,    32957.8,    32155.4, 65282.1462,         689600,         685200,         695984
20191011,      32310,      32340,      31920,      32095,      32290,    32917.6,   32154.93,  64250.351,         604000,         684400,         697336
20191010,      32250,      32320,      31900,      32255,      32400,    32870.4,      32160, 64294.4648,         599800,         661040,         688136
20191009,      32100,      32270,      31930,      32205,      32438,    32826.2,   32162.06, 64262.2357,         692400,         668520,         682616
20191008,      32460,      32705,      32340,      32600,      32567,    32798.4,   32159.86, 65041.3759,         840200,         721640,         673032
20191007,      32915,      33130,      32190,      32295,      32832,    32752.4,      32157, 64991.7357,         685600,         662800,         671440
20191004,      32475,      32800,      32405,      32645,      33063,    32693.2,    32138.4, 65219.1831,         487200,         633600,         672104
20191003,      32365,      32595,      32115,      32445,      33263,    32615.4,   32116.26, 64759.1463,         637200,         683880,         673056
20191002,      33580,      33750,      32850,      32850,      33454,    32540.8,   32103.26, 66247.9081,         958000,         692720,         671248
20191001,      33490,      33965,      33425,      33925,      33565,      32432,    32078.4, 67559.3663,         546000,         631800,         663752
20190930,      33425,      33660,      33255,      33450,      33518,      32290,   32048.73, 66852.1942,         539600,         675240,         658728
20190927,      33650,      33915,      33305,      33645,      33459,      32168,   32026.26, 67231.4839,         738600,         738960,         658888
20190926,      33725,      33770,      33275,      33400,      33419,    32047.4,   32004.33, 67059.7564,         681400,         742600,         659384
20190925,      33390,      33450,      33065,      33405,      33446,    31933.8,   31969.06, 66566.2841,         653400,         699640,         667656
20190924,      33515,      33790,      33390,      33690,      33478,    31780.8,   31931.46, 67295.7731,         763200,         695320,         676744
20190920,      33500,      33630,      33010,      33155,      33427,    31623.8,   31892.53, 66461.4962,         858200,         712800,         691800
20190919,      33800,      33825,      33350,      33445,      33445,    31511.2,    31844.6, 67151.6068,         756800,         709480,         691520
20190918,      33595,      33685,      33415,      33535,      33282,    31391.6,   31791.46, 67044.1106,         466600,         697920,         692928
20190917,      33385,      33615,      33165,      33565,      33082,      31257,    31754.4, 66921.5385,         631800,         732520,         701560
20190913,      33570,      33570,      33100,      33435,      32898,    31120.4,   31723.93, 66828.9584,         850600,         762280,         700688
20190912,      32850,      33400,      32765,      33245,      32630,      30994,   31695.93, 66215.2139,         841600,         743880,         691520
20190911,      32425,      32650,      32035,      32630,      32331,    30887.8,   31670.06,  64799.794,         699000,         720240,         684008
20190910,      32835,      32850,      32395,      32535,      31988,      30804,    31656.4, 65179.1588,         639600,         655240,         698600
20190909,      32340,      32725,      32300,      32645,      31711,    30721.4,   31641.13, 65094.4735,         780600,         619680,         705656
20190906,      32000,      32330,      31770,      32095,      31484,    30667.6,    31623.6, 64206.4039,         758600,         554120,         711832
20190905,      31240,      31860,      31130,      31750,      31355,    30664.8,   31615.66,  63272.574,         723400,         562480,         711184
20190904,      31100,      31150,      30890,      30915,      31168,    30657.4,   31620.46, 61983.7647,         374000,         558240,         710568
20190903,      31375,      31625,      31150,      31150,      31125,    30696.2,   31641.33, 62650.2772,         461800,         585640,         741648
20190902,      31280,      31515,      31230,      31510,      31011,    30693.2,    31668.6, 62704.5671,         452800,         611680,         785808
20190830,      30990,      31485,      30965,      31450,      30735,    30733.6,    31685.2, 62596.3893,         800400,         675240,         798696
20190829,      30865,      30865,      30580,      30815,      30520,      30821,    31707.4, 61514.1925,         702200,         599240,         784976
20190828,      30525,      30730,      30425,      30700,      30437,    30926.8,   31729.13, 61217.4286,         511000,         567520,         776056
20190827,      30495,      30685,      30470,      30580,      30423,      31026,   31758.86, 61146.3176,         592000,         615520,         776776
20190826,      29610,      30215,      29610,      30130,      30419,    31111.2,   31795.73, 59895.2063,         770600,         674760,         771512
