日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20101230,        783,        783,        773,        773,        783,      800.6,     759.32,   776.6831,        9001300,       10092400,       15986212
20101229,        777,        786,        772,        785,      787.4,     801.16,     757.73,   780.5475,       10169200,       10659220,       16591684
20101228,        790,        790,        781,        781,      789.6,     801.92,     756.18,   786.5301,        9976200,       11529420,       16674892
20101227,        788,        796,        785,        791,      791.2,     802.76,     754.85,   791.7609,       12197800,       12143920,       17260584
20101224,        789,        795,        784,        785,        792,     803.12,      753.2,   788.5301,        9117500,       12696440,       17650820
20101222,        791,        799,        791,        795,      796.4,     803.48,     751.58,   795.0091,       11835400,       12997100,       17983556
20101221,        795,        799,        791,        796,        799,        803,     749.58,   794.8417,       14520200,       13299740,       18394836
20101220,        793,        796,        786,        789,      801.6,     802.56,     747.53,   790.7689,       13048700,       13532660,       18482588
20101217,        807,        808,        794,        795,      805.2,     801.92,     745.73,   798.1975,       14960400,       14568200,       18542324
20101216,        806,        811,        805,        807,        809,     801.76,     743.81,   807.4989,       10620800,       16651200,       18421520
20101215,        814,        817,        807,        808,      812.6,     801.08,     741.46,   810.8104,       13348600,       18537600,       18644332
20101214,        803,        810,        803,        809,        814,     799.76,     739.05,   807.4234,       15684800,       19096000,       18717976
20101213,        802,        809,        800,        807,      813.8,     798.56,     736.76,   803.9209,       18226400,       18772680,       18860580
20101210,        824,        824,        808,        814,      816.6,     796.84,     734.73,   817.2617,       25375400,       16915260,       19489740
20101209,        820,        825,        816,        825,      818.2,     793.12,     732.66,   820.9896,       20052800,       15321740,       19322072
20101208,        812,        815,        808,        815,      818.2,     787.88,     730.66,   812.6903,       16140600,       18234660,       19109032
20101207,        815,        816,        803,        808,      815.2,     783.04,     728.53,   809.0912,       14068200,       18569820,       19150420
20101206,        820,        825,        816,        821,      810.6,     779.12,     726.25,    820.907,        8939300,       20291240,       19513660
20101203,        826,        828,        818,        822,      805.8,     775.56,     723.85,   821.4078,       17407800,       21653400,       20136448
20101202,        814,        825,        813,        825,      798.4,     771.88,      721.5,    819.687,       34617400,       22925340,       20434592
20101201,        791,        801,        788,        800,      792.8,     767.92,     719.02,   794.4956,       17816400,       20069300,       19528384
20101130,        797,        799,        781,        785,      790.2,     765.24,     716.86,   788.0493,       22675300,       21333640,       19389520
20101129,        800,        802,        794,        797,        794,     763.12,     715.22,   797.7253,       15750100,       19248460,       19225412
20101126,        800,        808,        784,        785,        795,     760.44,     713.46,   796.2735,       23767500,       21022140,       19421308
20101125,        800,        803,        797,        797,        798,     758.68,     711.92,   799.9125,       20337200,       20659380,       19185664
20101124,        786,        791,        782,        787,      797.4,     756.64,     710.17,   787.1751,       24138100,       20079120,       19130344
20101122,        809,        809,        802,        804,      796.6,     755.08,     708.32,   805.4506,       12249400,       19674980,       18941776
20101119,        805,        815,        798,        802,      792.8,     753.08,     706.62,   805.1369,       24618500,       20567900,       19113544
20101118,        792,        800,        785,        800,        787,     751.12,     704.77,   793.3594,       21953700,       18552620,       19072224
20101117,        775,        796,        773,        794,      785.2,     748.76,     702.96,   784.9366,       17435900,       16549940,       18894108
20101116,        789,        790,        776,        783,      784.4,     746.08,     701.29,    783.321,       22117400,       16300980,       18952132
20101115,        776,        786,        768,        785,      782.8,     744.36,     699.61,   778.7383,       16714000,       14915440,       18773964
20101112,        786,        789,        771,        773,      781.6,      742.6,      697.6,   778.9532,       14542100,       15422620,       18906068
20101111,        793,        796,        786,        791,      779.8,     740.92,     695.68,   791.1584,       11940300,       19305280,       19485200
20101110,        782,        790,        780,        790,      765.8,     739.24,     693.46,   785.4872,       16191100,       21153960,       20265448
20101109,        776,        784,        773,        775,      746.6,      737.6,     691.02,   777.9616,       15189700,       20861100,       20707900
20101108,        768,        780,        762,        779,      730.4,     736.36,     688.78,   774.3465,       19249900,       21258220,       21174832
20101105,        766,        772,        761,        764,      716.6,     734.36,     686.57,   766.2328,       33955400,       22038080,       21596748
20101104,        704,        721,        704,        721,      710.2,     733.56,     684.76,   715.1583,       21183700,       20148800,       21719932
20101102,        684,        699,        683,        694,        712,     733.72,     683.78,   693.3658,       14726800,       20884340,       21544772
