日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20220214,        838,        838,        781,        794,      754.6,     756.88,     836.72,   808.9779,         986900,         308740,         233300
20220210,        759,        760,        740,        748,      744.4,     758.96,     836.22,   748.5304,         205500,         133280,         209700
20220209,        743,        756,        743,        750,      743.4,     764.04,     836.32,   749.8745,         134700,         122440,         238264
20220208,        746,        747,        733,        738,      744.6,     768.76,     836.62,   738.6655,         119000,         129580,         242376
20220207,        748,        749,        735,        743,      744.2,     773.12,     837.08,    741.665,          97600,         147140,         244848
20220204,        738,        748,        727,        743,      741.2,     777.64,     837.42,   738.2053,         109600,         164300,         250088
20220203,        756,        756,        740,        743,      733.8,      782.8,     837.65,     746.31,         151300,         174180,         254364
20220202,        746,        756,        737,        756,      725.4,     787.32,      837.4,   749.0012,         170400,         209980,         256732
20220201,        743,        748,        727,        736,      719.6,     791.68,      836.8,   737.8399,         206800,         196860,         263276
20220131,        713,        730,        705,        728,      717.2,     796.48,     836.49,   722.9188,         183400,         198040,         265896
20220128,        709,        712,        692,        706,      720.6,     800.52,     836.34,   703.5843,         159000,         194760,         271884
20220127,        726,        730,        693,        701,      726.4,     805.28,     836.42,   705.4063,         330300,         195360,         274584
20220126,        723,        741,        721,        727,        735,     810.36,     836.57,   730.0134,         104800,         165940,         272096
20220125,        750,        753,        722,        724,      737.6,      815.8,      836.3,   735.0409,         212700,         208180,         277428
20220124,        727,        750,        723,        745,      748.2,     821.92,     836.02,    737.324,         167000,         217400,         277508
20220121,        734,        739,        724,        735,        756,     827.36,     835.54,   731.0031,         162000,         215420,         278936
20220120,        738,        752,        730,        744,        769,      833.4,     835.37,   741.9918,         183200,         240840,         281280
20220119,        765,        771,        737,        740,        783,      839.8,     835.33,   750.2484,         316000,         239120,         288292
20220118,        785,        791,        765,        777,        799,     847.04,     835.62,   777.4351,         258800,         219280,         288844
20220117,        800,        806,        783,        784,      805.4,     853.32,      835.4,   793.4398,         157100,         223340,         295132
20220114,        810,        810,        784,        800,        812,     860.56,     835.16,    795.771,         289100,         283280,         308480
20220113,        810,        819,        807,        814,      821.2,     866.12,     834.76,   812.7417,         174600,         304840,         311016
20220112,        809,        821,        809,        820,      833.4,     870.76,      833.8,   814.5254,         216800,         453840,         334420
20220111,        811,        815,        795,        809,        843,     875.88,     832.88,   804.8796,         279100,         457980,         371004
20220107,        850,        858,        807,        817,      850.6,     883.88,     832.36,   821.4407,         456800,         438320,         405480
20220106,        870,        873,        841,        846,      858.4,     891.28,     831.76,   855.3472,         396900,         392680,         427872
20220105,        898,        918,        871,        875,      863.6,     896.88,     831.09,   890.4878,         919600,         356600,         451496
20220104,        863,        869,        852,        868,      859.8,     902.52,      830.2,   862.3811,         237500,         214780,         499556
20211230,        848,        851,        832,        847,      859.2,     911.84,     829.16,   842.8595,         180800,         234080,         575852
20211229,        870,        874,        848,        856,        861,     922.84,     828.17,   860.3801,         228600,         252380,         648088
20211228,        871,        874,        856,        872,      855.6,     931.32,     826.92,   866.7783,         216500,         273280,         723324
20211227,        862,        864,        849,        856,      846.2,     939.72,     825.45,   855.6988,         210500,         275280,         806952
20211224,        860,        889,        859,        865,      840.6,     946.36,        824,   872.0856,         334000,         286800,         999104
20211223,        842,        860,        837,        856,      840.2,     949.32,     822.64,   850.0657,         272300,         267620,        1134492
20211222,        828,        843,        821,        829,      844.4,     948.88,     821.29,   831.9634,         333100,         256100,        1139828
20211221,        836,        844,        823,        825,      854.8,     948.92,     820.21,   832.1709,         226500,         230020,        1152780
20211220,        859,        859,        827,        828,        867,     948.88,     819.25,   839.2958,         268100,         228840,        1190184
20211217,        873,        880,        857,        863,      882.2,     945.08,     818.09,   866.9005,         238100,         246920,        1184788
20211216,        906,        911,        876,        877,      893.8,     940.08,     816.44,    888.367,         214700,         265260,        1181144
20211215,        876,        899,        873,        881,      905.2,      935.2,     814.34,   885.1169,         202700,         305520,        1178104
20211214,        900,        904,        882,        886,        922,     930.32,     812.38,   891.6985,         220600,         363140,        1176728
20211213,        930,        934,        893,        904,      932.6,     925.96,     810.26,    904.718,         358500,         389520,        1173236
20211210,        934,        942,        913,        921,      937.8,     921.28,     808.01,   925.2135,         329800,         469760,        1165288
20211209,        970,        979,        926,        934,      943.2,     915.92,     805.41,   942.7063,         416000,         630080,        1163248
20211208,        945,        967,        927,        965,      958.2,     909.48,     802.48,   951.5497,         490800,         775080,        1153956
20211207,        940,        951,        926,        939,      965.6,     901.92,     799.42,   939.5226,         352500,         880240,        1140320
20211206,        949,        962,        914,        930,        975,     894.84,     796.97,   935.8674,         759700,        1007240,        1130220
20211203,       1030,       1036,        937,        948,      992.2,     888.44,     794.24,   972.9326,        1131400,        1279520,        1103680
20211202,       1000,       1024,        988,       1009,     1022.8,     881.28,     791.45,  1007.0528,        1141000,        1482220,        1061800
20211201,        994,       1025,        951,       1002,     1045.4,     871.72,     788.12,   986.9569,        1016600,        1651360,        1022584
20211130,       1045,       1064,        985,        986,     1058.6,        862,     785.09,  1016.5623,         987500,        1869940,         988812
20211129,       1057,       1080,        980,       1016,     1077.8,     852.84,      782.3,  1021.5966,        2121100,        2133880,         953492
20211126,       1128,       1150,       1074,       1101,       1079,      842.4,     779.52,  1109.5339,        2144900,        2712520,         876024
20211125,       1067,       1134,       1061,       1122,     1046.6,     829.28,     775.06,   1108.054,        1986700,        3027280,         800004
20211124,       1080,       1102,       1033,       1068,      991.2,     815.28,     770.73,  1064.2264,        2109500,        2711080,         730488
20211122,       1015,       1090,       1002,       1082,      943.6,     803.32,     767.57,   1043.571,        2307200,        2420560,         656532
20211119,        945,       1039,        930,       1022,        892,     790.44,     764.86,  1001.3734,        5014300,        2191440,         581076
