日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20161230,       1163,       1179,     1156.5,     1175.5,     1189.3,    1133.44,    1055.01,  1170.0846,        9302500,        8789140,       14758472
20161229,       1188,     1191.5,       1175,     1180.5,     1196.6,    1128.48,    1053.26,  1182.6318,       10789300,        9569020,       15163628
20161228,       1205,     1206.5,     1192.5,     1197.5,     1200.8,    1122.26,    1051.46,  1198.6353,        6982800,       12437880,       15264112
20161227,       1188,     1201.5,     1186.5,     1198.5,     1195.1,    1115.94,    1049.56,  1195.9093,        7219500,       12833600,       15576256
20161226,     1206.5,       1209,       1193,     1194.5,     1189.2,    1109.54,    1047.44,  1198.7743,        9651600,       13474320,       15851236
20161222,     1203.5,       1216,     1202.5,       1212,     1183.8,     1102.6,    1045.29,  1211.3171,       13201900,       14851440,       16011744
20161221,     1186.5,       1220,     1182.5,     1201.5,     1172.6,    1095.34,    1042.88,  1203.3467,       25133600,       15792440,       16233880
20161220,       1170,       1170,       1160,       1169,     1160.3,    1087.28,     1040.4,  1166.1024,        8961400,       13895120,       15962908
20161219,     1171.5,       1173,       1162,       1169,     1153.5,    1080.33,    1038.18,  1168.7492,       10423100,       14836680,       16484232
20161216,       1175,     1179.5,     1166.5,     1167.5,     1145.9,    1072.18,    1035.94,  1169.9876,       16537200,       16862620,       17551008
20161215,       1150,     1169.5,       1150,       1156,     1135.4,    1064.81,    1033.36,  1159.5111,       17906900,       17274160,       18490676
20161214,     1139.5,     1149.5,       1137,       1140,       1126,     1057.5,    1031.05,  1142.1424,       15647000,       16997440,       19115256
20161213,     1132.5,       1138,     1127.5,       1135,     1116.9,    1053.32,    1028.81,  1133.7633,       13669200,       16562420,       18911936
20161212,       1130,     1145.5,       1125,       1131,     1105.9,    1049.08,     1026.3,  1134.8447,       20552800,       16879960,       18834164
20161209,       1111,     1119.5,       1110,       1115,     1092.9,     1044.3,    1024.03,  1114.3667,       18594900,       15698520,       18676144
20161208,     1104.5,     1109.5,     1100.5,       1109,     1084.7,     1041.4,    1022.07,  1106.2755,       16523300,       14791520,       18442024
20161207,       1091,       1095,       1087,     1094.5,     1078.1,    1039.76,     1020.1,  1092.1635,       13471900,       15073100,       18226092
20161206,       1080,     1085.5,       1074,       1080,     1070.5,    1038.72,    1018.66,  1080.4307,       15256900,       16452280,       18310576
20161205,       1066,       1068,       1058,       1066,     1069.2,    1037.58,    1017.34,  1063.4535,       14645600,       15989560,       18946868
20161202,       1085,       1086,     1071.5,       1074,     1071.4,    1036.32,    1016.43,  1077.6894,       14059900,       15698840,       18769144
20161201,       1090,       1090,     1073.5,       1076,       1074,     1034.8,     1015.5,  1081.9865,       17931200,       18086100,       18655936
20161130,     1075.5,       1077,       1055,     1056.5,     1069.1,       1033,    1014.64,  1061.9309,       20367800,       18386140,       18519712
20161129,       1070,       1077,       1066,     1073.5,     1062.8,    1031.46,    1014.05,  1072.0583,       12943300,       16972860,       18098492
20161128,       1087,       1088,     1067.5,       1077,       1056,    1029.24,    1012.99,  1076.9492,       13192000,       17341480,       18069340
20161125,       1060,     1104.5,     1059.5,       1087,     1048.3,    1026.64,    1011.55,  1086.7196,       25996200,       17521880,       18012580
20161124,       1040,     1054.5,     1039.5,     1051.5,     1035.1,    1023.34,    1010.14,  1049.5302,       19431400,       15055500,       17588672
20161122,     1034.5,       1037,     1024.5,       1025,     1030.9,    1021.25,    1009.06,  1029.0162,       13301400,       14920280,       17443940
20161121,       1044,       1044,     1033.5,     1039.5,     1025.9,     1020.1,    1008.73,  1039.7129,       14786400,       15931860,       17379544
20161118,       1045,       1045,       1037,     1038.5,    1017.06,    1018.28,    1008.48,  1040.5831,       14094000,       17373480,       17393664
20161117,       1021,       1025,     1015.5,       1021,     1002.4,    1016.18,    1008.12,  1019.4537,       13664300,       21973180,       17730820
20161116,       1016,     1032.5,       1013,     1030.5,     994.86,    1014.56,    1008.16,  1025.1572,       18755300,       27246100,       17888820
20161115,       1001,       1007,        995,       1000,     983.42,    1013.04,    1008.38,   998.7553,       18359300,       30199320,       17952600
20161114,        970,       1001,      966.2,      995.3,     990.52,    1013.56,    1008.34,   990.0466,       21994500,       28640260,       17567304
20161111,      986.5,      996.8,        963,      965.2,     997.26,    1014.38,    1008.68,   975.8849,       37092500,       26586340,       17184452
20161110,       1020,       1020,      977.8,      983.3,    1006.52,    1016.24,    1009.41,   990.9068,       40028900,       22488300,       16298412
20161109,       1050,     1059.5,      957.2,      973.3,    1018.36,    1016.45,    1010.38,   997.2022,       33521400,       17030900,       15292712
20161108,       1044,     1045.5,     1031.5,     1035.5,     1037.3,    1016.84,    1011.36,  1037.8483,       10564000,       12551620,       14425996
20161107,       1031,     1043.5,       1027,       1029,     1043.9,    1014.73,    1011.46,  1033.5616,       11724900,       13555620,       14579856
20161104,       1021,       1030,     1007.5,     1011.5,     1048.4,    1013.71,    1011.65,  1014.2922,       16602300,       17443480,       14572652
20161102,       1046,     1054.5,       1036,     1042.5,       1053,    1013.31,    1011.63,   1043.941,       12741900,       16163520,       14408128
20161101,     1069.5,     1069.5,       1060,       1068,     1051.7,    1012.73,    1011.21,  1065.7744,       11125000,       15861080,       14566636
20161031,     1051.5,       1069,       1049,     1068.5,     1044.3,    1010.83,    1010.31,  1059.9241,       15584000,       16541200,       14620380
20161028,       1040,       1059,     1039.5,     1051.5,     1034.2,    1009.43,    1008.96,  1052.3661,       31164200,       15391860,       14562408
20161027,       1036,       1039,       1029,     1034.5,     1027.5,    1008.31,    1007.19,  1034.9913,       10202500,       11601920,       14166844
20161026,       1027,       1037,       1026,       1036,       1023,    1007.29,    1005.74,  1033.1851,       11229700,       11916020,       14218264
20161025,     1021.5,     1032.5,     1021.5,       1031,     1016.7,    1005.97,    1004.25,  1028.7665,       14525600,       12749780,       14260452
20161024,       1016,     1023.5,     1011.5,       1018,    1010.36,    1004.72,    1003.09,  1017.9945,        9837300,       13007280,       14401164
20161021,       1021,     1027.5,       1015,       1018,       1006,    1004.98,    1002.08,  1021.9269,       12214500,       13378120,       14415856
20161020,     1004.5,     1014.5,       1003,       1012,     1001.2,     1005.7,    1000.78,  1009.8085,       11773000,       13963100,       14325316
20161019,       1001,       1005,      995.4,     1004.5,        996,    1006.48,     999.53,  1000.6493,       15398500,       16113080,       14459972
20161018,        995,       1001,      986.6,      999.3,      991.2,    1008.26,     998.54,   994.3635,       15813100,       16556240,       14461620
20161017,        993,     1004.5,      991.4,      996.2,     989.82,    1010.06,     997.34,   997.1992,       11691500,       17463580,       14341672
20161014,        985,      995.1,        985,        994,     993.18,    1012.02,     996.32,   990.9529,       15139400,       16870660,       14452912
20161013,      989.5,     1014.5,      983.4,        986,     997.58,    1014.46,     995.65,   995.4131,       22522900,       16327420,       14254664
20161012,        987,      988.9,      980.5,      980.5,    1002.68,     1016.6,      996.2,   984.4095,       17614300,       14811140,       13784916
20161011,      995.1,     1002.5,        992,      992.4,    1004.32,    1018.72,     996.55,   995.3115,       20349800,       14265560,       13520340
20161007,       1018,     1018.5,     1007.5,       1013,    1002.44,    1020.28,     996.85,  1012.1151,        8726900,       12566300,       13257344
20161006,       1019,       1021,     1013.5,       1016,     996.38,    1020.36,     996.82,  1017.3992,       12423200,       13703020,       13576664
20161005,        998,       1014,      996.9,     1011.5,     993.88,    1019.84,      996.4,  1006.3488,       14941500,       13527340,       13537768
20161004,      990.3,        997,        985,      988.7,     991.88,    1019.42,     995.88,     989.87,       14886400,       13036880,       13554508
20161003,      986.1,      990.9,      981.4,        983,     999.74,    1018.83,     996.25,   985.7133,       11853500,       13400520,       13515036
20160930,        990,      990.6,        976,      982.7,    1007.24,    1018.81,     996.53,   982.6717,       14410500,       13523540,       13651128
20160929,       1007,       1008,       1000,     1003.5,     1017.4,    1018.39,     996.88,  1004.3532,       11544800,       13468380,       13644524
20160928,       1007,     1009.5,      997.9,     1001.5,     1021.4,    1016.11,     997.54,  1002.0889,       12489200,       15414440,       14116820
20160927,       1008,       1028,       1001,       1028,     1022.9,    1014.48,      998.2,  1015.6124,       16704600,       15214200,       14361228
20160926,       1031,     1031.5,     1017.5,     1020.5,     1017.9,    1012.09,     998.86,   1023.719,       12468600,       14330160,       14433564
