日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均,25日平均
20220214,        519,        525,        510,        513,      521.4,     521.56,      542.6,   516.1875,           1600,           1200,           2892
20220210,        527,        529,        519,        524,      524.8,     522.32,     543.73,      523.5,           1600,           1120,           3104
20220209,        520,        529,        520,        526,      524.8,     522.96,     544.62,   526.0909,           1100,            960,           3200
20220208,        520,        521,        516,        521,      525.6,      523.4,     545.58,     519.75,           1200,           1380,           3400
20220207,        524,        529,        523,        523,      527.2,     523.92,     546.57,      525.6,            500,           2100,           3624
20220204,        527,        530,        526,        530,      528.4,     523.84,     547.62,   527.4167,           1200,           2600,           3908
20220203,        528,        528,        524,        524,      522.8,     523.56,     548.66,    526.625,            800,           2820,           4480
20220202,        526,        530,        515,        530,      517.2,      523.8,     549.69,   523.0625,           3200,           4060,           4912
20220201,        528,        529,        517,        529,      512.6,     523.96,     550.65,   525.4583,           4800,           3640,           5068
20220131,        500,        529,        497,        529,      509.8,     524.16,      551.7,   508.5667,           3000,           3140,           5312
20220128,        494,        502,        493,        502,      506.4,     524.24,     552.73,   498.1739,           2300,           2900,           6164
20220127,        507,        508,        496,        496,      510.4,     525.12,     554.13,   501.4857,           7000,           2880,           7620
20220126,        507,        514,        507,        507,      514.4,     526.84,     555.52,   509.8182,           1100,           2320,           8900
20220125,        508,        515,        508,        515,      517.2,     528.56,     556.84,   510.0435,           2300,           2400,          14356
20220124,        512,        519,        512,        512,      519.8,      529.4,     558.14,   514.1111,           1800,           2360,          14964
20220121,        516,        522,        514,        522,        523,     530.04,     559.49,   517.9545,           2200,           3300,          16448
20220120,        520,        520,        516,        516,      524.6,     529.64,     560.61,   518.8095,           4200,           3360,          16464
20220119,        524,        525,        521,        521,      526.6,     529.72,      562.1,   523.9333,           1500,           3640,          16644
20220118,        528,        531,        522,        528,      529.4,     529.52,     563.49,    525.381,           2100,           4840,          16860
20220117,        528,        530,        523,        528,      529.4,      529.2,     564.73,   525.4462,           6500,           5100,          16872
20220114,        525,        532,        525,        530,      528.6,     529.16,     565.98,     528.24,           2500,           4460,          16940
20220113,        534,        535,        524,        526,        529,     528.72,     567.09,        529,           5600,           5340,          17184
20220112,        528,        539,        518,        535,      531.8,     528.24,     568.24,     529.76,           7500,           5020,          18376
20220111,        520,        538,        520,        528,      532.2,     528.76,     569.38,   526.5294,           3400,           4740,          20068
20220107,        531,        532,        521,        524,      533.4,     529.56,      570.7,   526.8182,           3300,           5420,          30556
20220106,        536,        536,        531,        532,      532.8,     529.64,     572.24,   532.6087,           6900,           6280,          30724
20220105,        538,        543,        537,        540,        531,     529.16,     574.08,    541.025,           4000,           8000,          30620
20220104,        535,        542,        534,        537,        529,     527.88,     575.89,    536.918,           6100,           9520,          31036
20211230,        523,        534,        523,        534,      528.4,     526.48,     577.77,   528.6618,           6800,           9720,          31192
20211229,        520,        526,        520,        521,      528.4,     525.96,     579.42,   523.6184,           7600,          10540,          31336
20211228,        535,        535,        516,        523,      530.4,      526.4,     581.36,   521.3355,          15500,          13880,          31748
20211227,        544,        544,        527,        530,      530.6,     527.36,     582.88,    536.931,          11600,          18520,          31636
20211224,        532,        540,        526,        534,      532.4,     528.36,     584.21,   532.4648,           7100,          24000,          31636
20211223,        535,        540,        528,        534,      535.6,        529,     585.37,   534.1101,          10900,          50080,          32116
20211222,        520,        537,        520,        531,        536,     530.32,     586.54,   529.1399,          24300,          51400,          32500
20211221,        531,        548,        517,        524,      535.4,     531.92,     587.77,   524.2377,          38700,          54320,          34392
20211220,        552,        561,        530,        539,        533,      536.4,      589.1,   542.5949,          39000,          47100,          34528
20211217,        540,        585,        534,        550,      528.8,     538.96,     590.22,   557.2284,         137500,          41040,          33120
20211216,        528,        545,        523,        536,        522,     540.92,     591.17,   535.3886,          17500,          14920,          27704
20211215,        511,        566,        510,        528,      518.8,      543.4,     592.08,   537.6658,          38900,          11900,          27080
20211214,        512,        517,        512,        512,      518.6,     546.08,      593.1,   513.2692,           2600,           5760,          25680
20211213,        526,        526,        512,        518,        520,     549.72,     594.42,   522.4943,           8700,           6960,          25748
20211210,        524,        524,        510,        516,      519.2,        553,     595.54,   517.4203,           6900,          12300,          26040
20211209,        528,        528,        520,        520,      525.6,     556.32,      596.6,   523.5833,           2400,          20880,          26328
20211208,        529,        530,        520,        527,      531.2,     559.96,     597.57,    525.061,           8200,          73520,          26732
20211207,        514,        526,        511,        519,        531,      562.8,     598.62,   516.6395,           8600,          73380,          26764
20211206,        558,        558,        502,        514,      531.2,     566.04,      599.9,   527.0706,          35400,          72520,          26568
20211203,        558,        570,        530,        548,        530,     569.48,     601.17,   540.6827,          49800,          68320,          25300
20211202,        526,        626,        519,        548,      520.8,     571.56,     602.09,   584.0305,         265600,          60360,          23416
20211201,        530,        530,        516,        526,      515.4,     573.64,      603.4,   525.5467,           7500,           9320,          13184
20211130,        515,        523,        513,        520,      516.6,      576.6,        605,   517.2093,           4300,          11400,          12980
20211129,        494,        508,        481,        508,        522,     579.72,      607.6,   497.8819,          14400,          13080,          12864
20211126,        521,        521,        502,        502,      531.4,     583.04,     610.06,     514.54,          10000,          12520,          12416
20211125,        527,        545,        521,        521,        541,     586.88,     612.21,   525.6154,          10400,          14340,          12232
20211124,        550,        550,        527,        532,      550.2,     589.84,     614.13,   535.9274,          17900,          16360,          12148
20211122,        552,        558,        547,        547,        558,     592.64,     615.84,    550.378,          12700,          27100,          11512
20211119,        550,        563,        550,        555,      575.8,     595.08,     617.28,   557.5345,          11600,          32980,          11092
20211118,        564,        564,        549,        550,      585.4,     596.92,     618.48,   554.9948,          19100,          31420,          10680
20211117,        581,        581,        565,        567,      595.2,        599,     619.53,    573.561,          20500,          28020,          10080
20211116,        570,        585,        560,        571,      601.4,     600.64,     620.24,   571.6983,          71600,          24300,           9312
20211115,        605,        636,        604,        636,      606.2,     602.04,     620.92,   619.2019,          42100,          10760,           6500
20211112,        602,        604,        597,        603,      599.6,     600.88,     620.92,   601.9211,           3800,           3200,           5116
20211111,        600,        603,        595,        599,        599,     600.76,     621.28,   598.0476,           2100,           5640,           5212
20211110,        596,        604,        593,        598,        599,     601.04,      621.8,   598.4737,           1900,           8040,           5304
20211109,        605,        605,        595,        595,      601.6,     601.64,     622.13,   598.4103,           3900,          10160,           5600
20211108,        600,        603,        596,        603,      602.2,     602.36,      622.3,   599.1163,           4300,          11180,           5884
20211105,        601,        605,        593,        600,      601.6,     602.48,     622.57,   601.4375,          16000,          11060,           6464
20211104,        605,        606,        599,        599,      601.6,      603.6,     623.08,   603.4823,          14100,           8600,           5968
20211102,        600,        611,        595,        611,      601.8,     604.64,      623.8,    601.632,          12500,           6320,           5732
20211101,        603,        605,        597,        598,      599.6,     605.04,     624.06,   602.6444,           9000,           5780,           5388
20211029,        600,        600,        592,        600,        600,        606,     624.34,    594.973,           3700,           4460,           5280
20211028,        601,        601,        596,        600,      599.6,     606.52,     624.46,   598.4595,           3700,           4000,           5896
20211027,        603,        605,        599,        600,      597.8,        607,     624.46,   601.5926,           2700,           3900,           6128
20211026,        607,        607,        599,        600,      597.4,     607.84,     624.45,   602.4082,           9800,           4440,           6936
20211025,        602,        604,        599,        600,      596.4,     608.92,     624.45,    601.625,           2400,           4140,           7216
20211022,        596,        598,        593,        598,      596.8,     610.48,     624.62,        595,           1400,           4060,           8132
20211021,        595,        598,        591,        591,      598.8,     613.36,     624.85,   593.4688,           3200,           4220,          11812
20211020,        595,        603,        595,        598,      600.8,     616.76,     625.14,      597.5,           5400,           3840,          16984
20211019,        601,        603,        595,        595,      601.6,     619.96,     625.49,   598.5542,           8300,           3580,          21528
20211018,        611,        611,        602,        602,      604.2,     622.48,     625.86,     605.35,           2000,           2180,          26468
20211015,        605,        608,        602,        608,        605,     625.04,     626.09,   605.1364,           2200,           2040,          29424
20211014,        599,        602,        599,        601,      604.8,      626.2,     626.29,        601,           1300,           3100,          29920
20211013,        606,        609,        598,        602,      604.6,     627.36,     626.36,   602.9512,           4100,           4080,          30916
20211012,        610,        610,        605,        608,      605.4,     628.12,     626.46,   606.9231,           1300,           4140,          31420
20211011,        605,        612,        605,        606,      606.4,     628.68,     626.42,   609.5385,           1300,           5740,          31752
20211008,        610,        614,        604,        607,      607.8,     629.36,     626.16,     609.04,           7500,           7680,          32384
20211007,        610,        611,        599,        600,      607.6,     630.04,     625.88,   604.7742,           6200,           9940,          32808
20211006,        616,        618,        606,        606,      613.2,     630.96,     625.74,   613.8636,           4400,           9420,          33248
20211005,        606,        613,        595,        613,        617,     631.56,      625.4,   604.5376,           9300,          10180,          33584
20211004,        619,        619,        595,        613,      618.6,      631.2,     624.93,   603.2364,          11000,           9100,          33680
20211001,        627,        627,        606,        606,      620.4,     630.88,     624.48,   613.2553,          18800,           8160,          33672
20210930,        620,        628,        620,        628,      621.8,     631.08,     624.18,   622.4722,           3600,           8220,          33284
20210929,        617,        632,        611,        625,      618.6,     630.04,      623.7,   620.8293,           8200,           9400,          33492
20210928,        619,        625,        619,        621,      617.8,     628.84,     623.29,   621.8462,           3900,          12340,          33448
20210927,        620,        628,        614,        622,        619,     627.72,      622.9,   622.8413,           6300,          14920,          34888
20210924,        613,        630,        612,        613,      622.4,     627.08,     622.53,   620.8482,          19100,          18720,          35260
20210922,        631,        631,        610,        612,      633.8,     627.16,     622.29,      619.6,           9500,          33580,          34928
20210921,        617,        640,        600,        621,      646.6,     627.04,      622.1,   620.6114,          22900,          58180,          35460
20210917,        638,        648,        623,        627,        658,     626.88,     621.73,   631.7738,          16800,          77400,          35772
20210916,        677,        677,        639,        639,      664.2,     627.64,      621.6,     649.17,          25300,         100400,          35704
20210915,        679,        679,        649,        670,      669.6,     627.92,     621.26,   665.1949,          93400,         110520,          38728
20210914,        691,        691,        663,        676,        663,     629.72,     620.32,   673.1713,         132500,          94760,          37472
20210913,        659,        698,        652,        678,      653.8,      630.4,      619.4,   679.1143,         119000,          73500,          34228
20210910,        664,        669,        643,        658,      642.4,      629.8,     618.34,   657.0114,         131800,          53040,          31232
20210909,        636,        667,        635,        666,      635.2,     630.08,     617.45,   648.4993,          75900,          28600,          27132
20210908,        634,        638,        628,        637,      626.6,     629.84,     616.62,   634.5411,          14600,          16840,          24764
20210907,        619,        650,        617,        630,        624,     630.56,     616.12,   632.8092,          26200,          17540,          24572
20210906,        622,        625,        617,        621,      622.6,     631.16,     615.69,   621.1018,          16700,          15740,          25164
20210903,        620,        624,        618,        622,      622.6,     631.48,     615.32,   620.5625,           9600,          14960,          24784
20210902,        616,        626,        616,        623,        619,      631.4,     614.89,   622.3099,          17100,          15380,          24688
20210901,        624,        625,        614,        624,      615.4,     631.36,     614.28,   620.3978,          18100,          14120,          24436
20210831,        618,        623,        613,        623,      612.8,     631.84,     613.69,   618.8779,          17200,          12320,          24492
20210830,        605,        622,        605,        621,      608.6,     632.12,     612.84,   615.1797,          12800,          10640,          24372
20210827,        603,        610,        601,        604,      603.4,      632.8,     612.62,   605.6325,          11700,           9500,          24712
20210826,        613,        615,        601,        605,      601.2,     633.56,     612.93,    606.963,          10800,          15140,          24892
